OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 20, 30, 0.6365, 0.703, -19.2981633721*(x-0.6365)*(x-0.6365)*(x-0.6365)+1.92499179636*(x-0.6365)*(x-0.6365)+0.0*(x-0.6365)+0.9230313897132874
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 20, 30, 0.703, 0.769, 264.263098011*(x-0.703)*(x-0.703)*(x-0.703)-26.1620467031*(x-0.703)*(x-0.703)+0.0*(x-0.703)+0.9258689880371094
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 20, 30, 0.769, 0.835, -140.311907928*(x-0.769)*(x-0.769)*(x-0.769)+13.8908788849*(x-0.769)*(x-0.769)+0.0*(x-0.769)+0.8878816962242126
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 20, 30, 0.835, 0.901, 69.0000559587*(x-0.835)*(x-0.835)*(x-0.835)-13.5828485091*(x-0.835)*(x-0.835)+0.0*(x-0.835)+0.9080512523651123
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 20, 30, 0.901, 0.972, 57.5180885526*(x-0.901)*(x-0.901)*(x-0.901)-17.0355715818*(x-0.901)*(x-0.901)-0.891243271937*(x-0.901)+0.868721604347229
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 20, 30, 0.972, 1.1, 0.740153372288
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, -15, 0, 0.0
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0, 0.07, 1.23882496357
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.07, 0.162, -0.481530509325*(x-0.07)*(x-0.07)*(x-0.07)-0.166977377517*(x-0.07)*(x-0.07)+0.0*(x-0.07)+1.2388249635696411
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.162, 0.2085, 930.086983601*(x-0.162)*(x-0.162)*(x-0.162)-74.0589410926*(x-0.162)*(x-0.162)-0.042950860156*(x-0.162)+1.2370367050170898
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.2085, 0.261, -142.25438313*(x-0.2085)*(x-0.2085)*(x-0.2085)+12.421686785*(x-0.2085)*(x-0.2085)-0.897190640892*(x-0.2085)+1.1684207916259766
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.261, 0.319, 37.2194644032*(x-0.261)*(x-0.261)*(x-0.261)-5.77434215687*(x-0.261)*(x-0.261)-0.769179458967*(x-0.261)+1.1349709033966064
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.319, 0.3795, 346.270097102*(x-0.319)*(x-0.319)*(x-0.319)-22.635711193*(x-0.319)*(x-0.319)-1.06338431441*(x-0.319)+1.078195571899414
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.3795, 0.4425, -753.756914306*(x-0.3795)*(x-0.3795)*(x-0.3795)+71.2300284019*(x-0.3795)*(x-0.3795)+0.0*(x-0.3795)+1.007688283920288
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.4425, 0.507, 291.497858374*(x-0.4425)*(x-0.4425)*(x-0.4425)-34.1294292741*(x-0.4425)*(x-0.4425)+0.0*(x-0.4425)+1.1019256114959717
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.507, 0.5715, 115.871526925*(x-0.507)*(x-0.507)*(x-0.507)-5.28355875358*(x-0.507)*(x-0.507)-0.764584480462*(x-0.507)+1.0381580591201782
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.5715, 0.6375, -3.954815219*(x-0.5715)*(x-0.5715)*(x-0.5715)+1.25635790216*(x-0.5715)*(x-0.5715)+0.0*(x-0.5715)+0.9979539513587952
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.6375, 0.704, -172.466965347*(x-0.6375)*(x-0.6375)*(x-0.6375)+16.3452510881*(x-0.6375)*(x-0.6375)+0.114157717803*(x-0.6375)+1.0022896528244019
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.704, 0.77, 467.75846704*(x-0.704)*(x-0.704)*(x-0.704)-46.3080882369*(x-0.704)*(x-0.704)+0.0*(x-0.704)+1.0314449071884155
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.77, 0.836, -184.083265557*(x-0.77)*(x-0.77)*(x-0.77)+18.2242432902*(x-0.77)*(x-0.77)+0.0*(x-0.77)+0.9642055630683899
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.836, 0.902, 13.5909743417*(x-0.836)*(x-0.836)*(x-0.836)-4.22405457252*(x-0.836)*(x-0.836)+0.0*(x-0.836)+0.9906671643257141
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.902, 0.9725, 92.2546451257*(x-0.902)*(x-0.902)*(x-0.902)-22.385354709*(x-0.902)*(x-0.902)-0.379968350875*(x-0.902)+0.976174533367157
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 30, 50, 0.9725, 1.1, 0.870452225208
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, -15, 0, 0.0
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0, 0.0805, 1.26566410065
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.0805, 0.189, 33.6583255655*(x-0.0805)*(x-0.0805)*(x-0.0805)+6.82424031582*(x-0.0805)*(x-0.0805)-2.66956281795*(x-0.0805)+1.2656641006469727
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.189, 0.246, -123.673369851*(x-0.189)*(x-0.189)*(x-0.189)+10.5740731223*(x-0.189)*(x-0.189)+0.0*(x-0.189)+1.0993446111679077
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.246, 0.305, 544.110808759*(x-0.246)*(x-0.246)*(x-0.246)-48.1538065752*(x-0.246)*(x-0.246)+0.0*(x-0.246)+1.110796332359314
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.305, 0.366, -238.525844929*(x-0.305)*(x-0.305)*(x-0.305)+23.1056897685*(x-0.305)*(x-0.305)+0.0*(x-0.305)+1.0549218654632568
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.366, 0.4285, -6.88301261268*(x-0.366)*(x-0.366)*(x-0.366)-0.60455872615*(x-0.366)*(x-0.366)+0.156230144824*(x-0.366)+1.0867573022842407
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.4285, 0.492, 56.9035159733*(x-0.4285)*(x-0.4285)*(x-0.4285)-7.21133711764*(x-0.4285)*(x-0.4285)+0.0*(x-0.4285)+1.0924797058105469
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.492, 0.5555, -36.5502677968*(x-0.492)*(x-0.492)*(x-0.492)+2.33621998766*(x-0.492)*(x-0.492)-0.22749220709*(x-0.492)+1.0779718160629272
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.5555, 0.6185, 434.855812456*(x-0.5555)*(x-0.5555)*(x-0.5555)-38.1340987166*(x-0.5555)*(x-0.5555)-0.372931720629*(x-0.5555)+1.0635876655578613
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.6185, 0.681, -289.583984375*(x-0.6185)*(x-0.6185)*(x-0.6185)+27.1484985352*(x-0.6185)*(x-0.6185)+0.0*(x-0.6185)+0.9974731206893921
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.681, 0.7425, 123.56486111*(x-0.681)*(x-0.681)*(x-0.681)-14.6897687335*(x-0.681)*(x-0.681)+0.0*(x-0.681)+1.0328227281570435
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.7425, 0.8035, 94.2557031687*(x-0.7425)*(x-0.7425)*(x-0.7425)-5.30651186929*(x-0.7425)*(x-0.7425)-0.404781966418*(x-0.7425)+1.0060045719146729
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.8035, 0.863, -395.760135737*(x-0.8035)*(x-0.8035)*(x-0.8035)+35.3215921145*(x-0.8035)*(x-0.8035)+0.0*(x-0.8035)+0.9829615950584412
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.863, 0.92, 345.412649784*(x-0.863)*(x-0.863)*(x-0.863)-38.7782064737*(x-0.863)*(x-0.863)+0.0*(x-0.863)+1.0246440172195435
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.92, 0.979, 0.411460829256*(x-0.92)*(x-0.92)*(x-0.92)+0.525155238875*(x-0.92)*(x-0.92)-1.05397844055*(x-0.92)+0.9626216292381287
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 50, 70, 0.979, 1.1, 0.902349472046
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, -15, 0, 0.0
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0, 0.076, 1.26811695099
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.076, 0.1835, 15.6774683561*(x-0.076)*(x-0.076)*(x-0.076)+4.39071047579*(x-0.076)*(x-0.076)-2.0959536165*(x-0.076)+1.2681169509887695
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.1835, 0.246, -68.6330540226*(x-0.1835)*(x-0.1835)*(x-0.1835)+7.46684030144*(x-0.1835)*(x-0.1835)-0.608432633131*(x-0.1835)+1.1130181550979614
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.246, 0.3085, 172.853239122*(x-0.246)*(x-0.246)*(x-0.246)-12.3700215894*(x-0.246)*(x-0.246)-0.479371197279*(x-0.246)+1.08740234375
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.3085, 0.3725, -441.454176325*(x-0.3085)*(x-0.3085)*(x-0.3085)+42.3796009272*(x-0.3085)*(x-0.3085)+0.0*(x-0.3085)+1.0513217449188232
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.3725, 0.438, 22.8899600147*(x-0.3725)*(x-0.3725)*(x-0.3725)-5.94620664214*(x-0.3725)*(x-0.3725)+0.0*(x-0.3725)+1.1091840267181396
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.438, 0.5035, 556.793604062*(x-0.438)*(x-0.438)*(x-0.438)-51.0077035284*(x-0.438)*(x-0.438)-0.484342117261*(x-0.438)+1.090105652809143
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.5035, 0.5685, -243.672686487*(x-0.5035)*(x-0.5035)*(x-0.5035)+23.7580869325*(x-0.5035)*(x-0.5035)+0.0*(x-0.5035)+0.9960107803344727
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.5685, 0.633, 63.3350490072*(x-0.5685)*(x-0.5685)*(x-0.5685)-8.21001999766*(x-0.5685)*(x-0.5685)+0.0*(x-0.5685)+1.0294700860977173
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.633, 0.696, 68.9887742185*(x-0.633)*(x-0.633)*(x-0.633)-4.38750530014*(x-0.633)*(x-0.633)-0.268623666802*(x-0.633)+1.0123094320297241
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.696, 0.7575, -55.6624855373*(x-0.696)*(x-0.696)*(x-0.696)+5.33654841205*(x-0.696)*(x-0.696)+0.0*(x-0.696)+0.9952225685119629
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.7575, 0.817, -0.86371699205*(x-0.7575)*(x-0.7575)*(x-0.7575)-0.131376677886*(x-0.7575)*(x-0.7575)+0.0248071469117*(x-0.7575)+1.002459168434143
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.817, 0.874, 380.689816009*(x-0.817)*(x-0.817)*(x-0.817)-32.5489792687*(x-0.817)*(x-0.817)+0.0*(x-0.817)+1.0032881498336792
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.874, 0.928, -483.945927375*(x-0.874)*(x-0.874)*(x-0.874)+39.1996201174*(x-0.874)*(x-0.874)+0.0*(x-0.874)+0.9680376052856445
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.928, 0.982, 171.655767158*(x-0.928)*(x-0.928)*(x-0.928)-40.8747743187*(x-0.928)*(x-0.928)+0.0*(x-0.928)+1.0061396360397339
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 70, 100, 0.982, 1.1, 0.913978397846
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, -15, 0, 0.0
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0, 0.0765, 1.35066711903
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.0765, 0.181, 8.54478317046*(x-0.0765)*(x-0.0765)*(x-0.0765)-4.27495787601*(x-0.0765)*(x-0.0765)-1.18571943787*(x-0.0765)+1.350667119026184
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.181, 0.2405, 674.623487513*(x-0.181)*(x-0.181)*(x-0.181)-45.0903804731*(x-0.181)*(x-0.181)-1.79925212871*(x-0.181)+1.1898268461227417
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.2405, 0.303, -75.5542593076*(x-0.2405)*(x-0.2405)*(x-0.2405)+10.5536536579*(x-0.2405)*(x-0.2405)+0.0*(x-0.2405)+1.0652461051940918
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.303, 0.366, -160.822012722*(x-0.303)*(x-0.303)*(x-0.303)+11.7547815437*(x-0.303)*(x-0.303)+0.433805230976*(x-0.303)+1.088025450706482
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.366, 0.4305, 785.80909535*(x-0.366)*(x-0.366)*(x-0.366)-76.0270299752*(x-0.366)*(x-0.366)+0.0*(x-0.366)+1.1217968463897705
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.4305, 0.496, -362.715852431*(x-0.4305)*(x-0.4305)*(x-0.4305)+35.6368325014*(x-0.4305)*(x-0.4305)+0.0*(x-0.4305)+1.0163663625717163
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.496, 0.561, 22.6979678159*(x-0.496)*(x-0.496)*(x-0.496)-4.49871299756*(x-0.496)*(x-0.496)+0.0*(x-0.496)+1.067330002784729
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.561, 0.6265, 54.9227713596*(x-0.561)*(x-0.561)*(x-0.561)-8.38213791794*(x-0.561)*(x-0.561)-0.297135947616*(x-0.561)+1.0545563697814941
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.6265, 0.6915, 210.330353261*(x-0.6265)*(x-0.6265)*(x-0.6265)-15.2126036322*(x-0.6265)*(x-0.6265)-0.688298755389*(x-0.6265)+1.014566421508789
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.6915, 0.753, -181.227893135*(x-0.6915)*(x-0.6915)*(x-0.6915)+17.8995423331*(x-0.6915)*(x-0.6915)+0.0*(x-0.6915)+0.9633157253265381
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.753, 0.8125, -8.91529997406*(x-0.753)*(x-0.753)*(x-0.753)-0.425285196147*(x-0.753)*(x-0.753)+0.145296110541*(x-0.753)+0.9888611435890198
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.8125, 0.8705, 1.0475605028*(x-0.8125)*(x-0.8125)*(x-0.8125)-0.573581705873*(x-0.8125)*(x-0.8125)+0.0*(x-0.8125)+0.9941226840019226
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.8705, 0.9255, 54.266103945*(x-0.8705)*(x-0.8705)*(x-0.8705)-9.5637246351*(x-0.8705)*(x-0.8705)-0.055963497287*(x-0.8705)+0.9923975467681885
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.9255, 0.981, 57.6056747271*(x-0.9255)*(x-0.9255)*(x-0.9255)-13.2148627245*(x-0.9255)*(x-0.9255)-0.615508313847*(x-0.9255)+0.9694178104400635
3, iterativefit, up_lfstats2, 0, 0.0, 2.5, 100, 10000.0, 0.981, 1.1, 0.904399931431
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, -15, 0, 0.0
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0, 0.006, 0.741497337818
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.006, 0.017, -6596.38622611*(x-0.006)*(x-0.006)*(x-0.006)-275.571537534*(x-0.006)*(x-0.006)+23.9001216814*(x-0.006)+0.7414973378181458
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.017, 0.0275, -51869.5081896*(x-0.017)*(x-0.017)*(x-0.017)+272.513548385*(x-0.017)*(x-0.017)+15.4430596556*(x-0.017)+0.9622747302055359
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.0275, 0.039, -5301.52024954*(x-0.0275)*(x-0.0275)*(x-0.0275)-82.8967903909*(x-0.0275)*(x-0.0275)+4.010004338*(x-0.0275)+1.0944260358810425
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.039, 0.052, 4766.40580823*(x-0.039)*(x-0.039)*(x-0.039)-148.61008912*(x-0.039)*(x-0.039)+0.0*(x-0.039)+1.1215150356292725
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.052, 0.067, 11913.7303946*(x-0.052)*(x-0.052)*(x-0.052)-219.815781468*(x-0.052)*(x-0.052)-1.44729457234*(x-0.052)+1.1068717241287231
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.067, 0.084, -13292.504406*(x-0.067)*(x-0.067)*(x-0.067)+439.351015864*(x-0.067)*(x-0.067)+0.0*(x-0.067)+1.075912594795227
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.084, 0.1045, -2499.56890373*(x-0.084)*(x-0.084)*(x-0.084)+41.4006607055*(x-0.084)*(x-0.084)+3.4133332194*(x-0.084)+1.1375789642333984
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.1045, 0.1375, -672.686284377*(x-0.1045)*(x-0.1045)*(x-0.1045)+3.60965572893*(x-0.1045)*(x-0.1045)+1.95942881295*(x-0.1045)+1.2034168243408203
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.1375, 0.1925, 241.002312824*(x-0.1375)*(x-0.1375)*(x-0.1375)-19.882690808*(x-0.1375)*(x-0.1375)+0.0*(x-0.1375)+1.24783456325531
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.1925, 0.275, -172.077214532*(x-0.1925)*(x-0.1925)*(x-0.1925)+25.1447440127*(x-0.1925)*(x-0.1925)+0.0*(x-0.1925)+1.2277861833572388
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.275, 0.667, -1.21363150896*(x-0.275)*(x-0.275)*(x-0.275)-0.036006588802*(x-0.275)*(x-0.275)+0.635281137872*(x-0.275)+1.3023035526275635
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.667, 1.1, 1.47269618511
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, -15, 0, 0.0
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0, 0.0065, 0.760319828987
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.0065, 0.019, -8935.3477233*(x-0.0065)*(x-0.0065)*(x-0.0065)-221.768007585*(x-0.0065)*(x-0.0065)+20.7809448242*(x-0.0065)+0.7603198289871216
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.019, 0.0315, -12142.6348634*(x-0.019)*(x-0.019)*(x-0.019)-69.9850717917*(x-0.019)*(x-0.019)+11.0483003893*(x-0.019)+0.9679785370826721
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.0315, 0.0455, -4805.12382357*(x-0.0315)*(x-0.0315)*(x-0.0315)-27.9071676434*(x-0.0315)*(x-0.0315)+3.60681350227*(x-0.0315)+1.071431040763855
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.0455, 0.061, 23745.4052662*(x-0.0455)*(x-0.0455)*(x-0.0455)-552.08067244*(x-0.0455)*(x-0.0455)+0.0*(x-0.0455)+1.1032713651657104
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.061, 0.0785, -3622.43037796*(x-0.061)*(x-0.061)*(x-0.061)+164.044875987*(x-0.061)*(x-0.061)+0.0*(x-0.061)+1.0590589046478271
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.0785, 0.1005, -9294.1772774*(x-0.0785)*(x-0.0785)*(x-0.0785)+277.426989153*(x-0.0785)*(x-0.0785)+2.4134627498*(x-0.0785)+1.0898836851119995
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.1005, 0.13, 503.807964189*(x-0.1005)*(x-0.1005)*(x-0.1005)-31.7361346799*(x-0.1005)*(x-0.1005)+1.12510486575*(x-0.1005)+1.1782901287078857
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.13, 0.171, 170.974409371*(x-0.13)*(x-0.13)*(x-0.13)-8.33162887086*(x-0.13)*(x-0.13)+0.567989562147*(x-0.13)+1.1967962980270386
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.171, 0.23, -664.64581919*(x-0.171)*(x-0.171)*(x-0.171)+52.4904775306*(x-0.171)*(x-0.171)+0.747019941197*(x-0.171)+1.2178621292114258
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.23, 0.3195, 44.4913072256*(x-0.23)*(x-0.23)*(x-0.23)-5.97295799504*(x-0.23)*(x-0.23)+0.0*(x-0.23)+1.308151364326477
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.3195, 0.692, 0.226755269974*(x-0.3195)*(x-0.3195)*(x-0.3195)+1.47050347943*(x-0.3195)*(x-0.3195)+0.0*(x-0.3195)+1.2922030687332153
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.692, 1.1, 1.50796484947
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, -15, 0, 0.0
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0, 0.0085, 0.805943667889
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.0085, 0.024, -17567.3833552*(x-0.0085)*(x-0.0085)*(x-0.0085)-68.8885029426*(x-0.0085)*(x-0.0085)+16.3912812206*(x-0.0085)+0.8059436678886414
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.024, 0.0385, -670.00416049*(x-0.024)*(x-0.024)*(x-0.024)-40.3945155806*(x-0.024)*(x-0.024)+1.59404607607*(x-0.024)+0.9780393242835999
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.0385, 0.0545, 16963.807866*(x-0.0385)*(x-0.0385)*(x-0.0385)-407.131388783*(x-0.0385)*(x-0.0385)+0.0*(x-0.0385)+0.9906174540519714
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.0545, 0.0735, -18266.52394*(x-0.0545)*(x-0.0545)*(x-0.0545)+630.671935742*(x-0.0545)*(x-0.0545)+0.0*(x-0.0545)+0.95587557554245
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.0735, 0.097, -3161.4296031*(x-0.0735)*(x-0.0735)*(x-0.0735)+39.8293627241*(x-0.0735)*(x-0.0735)+4.18288813114*(x-0.0735)+1.058258056640625
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.097, 0.127, 746.588323866*(x-0.097)*(x-0.097)*(x-0.097)-34.6840855476*(x-0.097)*(x-0.097)+0.817169684244*(x-0.097)+1.1375230550765991
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.127, 0.167, -2053.9458383*(x-0.127)*(x-0.127)*(x-0.127)+136.743681912*(x-0.127)*(x-0.127)+0.751913025823*(x-0.127)+1.1509803533554077
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.167, 0.222, -7.55632128163*(x-0.167)*(x-0.167)*(x-0.167)-9.39703557248*(x-0.167)*(x-0.167)+1.83246755494*(x-0.167)+1.2683942317962646
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.222, 0.2955, 62.56739609*(x-0.222)*(x-0.222)*(x-0.222)-7.81642040142*(x-0.222)*(x-0.222)+0.730220026339*(x-0.222)+1.3394967317581177
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.2955, 0.3985, -5.97763519191*(x-0.2955)*(x-0.2955)*(x-0.2955)+2.34035729657*(x-0.2955)*(x-0.2955)+0.595220373912*(x-0.2955)+1.375784993171692
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.3985, 0.735, 0.280152041243*(x-0.3985)*(x-0.3985)*(x-0.3985)+0.612439152681*(x-0.3985)*(x-0.3985)+0.887083781753*(x-0.3985)+1.4553896188735962
3, iterativefit, up_lfstats2, 2, 1.6, 2.5, 20, 30, 0.735, 1.1, 1.83391571045
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, -15, 0, 0.0
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0, 0.0025, 0.647551715374
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.0025, 0.006, -749766.795314*(x-0.0025)*(x-0.0025)*(x-0.0025)+8868.53744334*(x-0.0025)*(x-0.0025)+10.7716124553*(x-0.0025)+0.6475517153739929
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.006, 0.008, -14200695.6992*(x-0.006)*(x-0.006)*(x-0.006)+39238.0666795*(x-0.006)*(x-0.006)+45.2974448309*(x-0.006)+0.7617456912994385
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.008, 0.01, 4654671.84239*(x-0.008)*(x-0.008)*(x-0.008)-14787.1424876*(x-0.008)*(x-0.008)+31.8413631581*(x-0.008)+0.8956872820854187
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.01, 0.012, -7388941.99611*(x-0.01)*(x-0.01)*(x-0.01)+23050.5076445*(x-0.01)*(x-0.01)+28.5488553165*(x-0.01)+0.9374588131904602
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.012, 0.0145, -810741.043122*(x-0.012)*(x-0.012)*(x-0.012)-1015.39669699*(x-0.012)*(x-0.012)+32.0835819412*(x-0.012)+1.0276470184326172
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.0145, 0.018, 511570.269237*(x-0.0145)*(x-0.0145)*(x-0.0145)-3026.80134947*(x-0.0145)*(x-0.0145)+11.8052038977*(x-0.0145)+1.0888419151306152
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.018, 0.024, -495857.945504*(x-0.018)*(x-0.018)*(x-0.018)+3677.90468904*(x-0.018)*(x-0.018)+9.41780184588*(x-0.018)+1.1150153875350952
