DeepFlavour;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.36, 0.44, (1.22208+-0.60892*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.44, 0.52, (1.74355+-1.79409*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.52, 0.6, (0.0767064+1.41138*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.6, 0.68, (0.992189+-0.114423*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.68, 0.76, (1.36842+-0.667708*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.76, 0.82, (0.56803+0.385441*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.82, 0.86, (1.83405+-1.15849*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.86, 0.9, (0.595739+0.28141*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.9, 0.935, (1.4437+-0.660769*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.935, 0.965, (1.9482+-1.20034*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.965, 0.995, (4.54763+-3.89405*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 20, 30, 0.995, 1.1, 0.673049807549
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0, 0.08, 1.25730514526
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.08, 0.2, (1.32428+-0.837131*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.2, 0.28, (1.26255+-0.528504*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.28, 0.36, (1.38957+-0.98215*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.36, 0.44, (0.817263+0.607595*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.44, 0.52, (1.37775+-0.666235*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.52, 0.6, (1.20471+-0.333469*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.6, 0.68, (0.622784+0.636408*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.68, 0.76, (1.18165+-0.185452*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.76, 0.82, (1.81787+-1.02259*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.82, 0.86, (0.67592+0.370036*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.86, 0.9, (0.377282+0.71729*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.9, 0.935, (2.2421+-1.35473*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.935, 0.965, (2.05036+-1.14967*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.965, 0.995, (4.04474+-3.21637*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 30, 50, 0.995, 1.1, 0.844445705414
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0, 0.08, 1.29270374775
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.08, 0.2, (1.36553+-0.910301*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.2, 0.28, (1.40566+-1.11094*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.28, 0.36, (1.23559+-0.503573*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.36, 0.44, (1.03151+0.063324*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.44, 0.52, (1.04734+0.0273362*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.52, 0.6, (1.83162+-1.48089*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.6, 0.68, (0.448714+0.823957*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.68, 0.76, (0.826532+0.268342*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.76, 0.82, (1.33104+-0.395483*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.82, 0.86, (1.51038+-0.614193*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.86, 0.9, (0.486827+0.575987*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.9, 0.935, (1.82084+-0.906248*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.935, 0.965, (0.133452+0.898443*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.965, 0.995, (4.88848+-4.02904*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 50, 70, 0.995, 1.1, 0.879577875137
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0, 0.08, 1.35843932629
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.08, 0.2, (1.44339+-1.06184*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.2, 0.28, (1.36695+-0.679636*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.28, 0.36, (1.53452+-1.27812*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.36, 0.44, (1.02514+0.136836*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.44, 0.52, (1.00852+0.174591*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.52, 0.6, (1.85022+-1.44405*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.6, 0.68, (0.785107+0.331135*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.68, 0.76, (1.04582+-0.0522643*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.76, 0.82, (0.734435+0.357451*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.82, 0.86, (1.11234+-0.103408*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.86, 0.9, (1.99367+-1.12821*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.9, 0.935, (1.22474+-0.273844*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.935, 0.965, (1.73219+-0.816568*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.965, 0.995, (2.83701+-1.96146*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 70, 100, 0.995, 1.1, 0.885354757309
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0, 0.08, 1.43557500839
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.08, 0.2, (1.62613+-2.38195*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.2, 0.28, (1.29127+-0.707653*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.28, 0.36, (0.983982+0.38981*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.36, 0.44, (1.1986+-0.206362*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.44, 0.52, (1.2874+-0.408167*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.52, 0.6, (2.18152+-2.12762*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.6, 0.68, (-0.222835+1.87963*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.68, 0.76, (1.47098+-0.611284*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.76, 0.82, (1.58634+-0.763072*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.82, 0.86, (1.80018+-1.02385*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.86, 0.9, (-0.217421+1.3222*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.9, 0.935, (1.28893+-0.351524*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.935, 0.965, (0.453486+0.541999*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.965, 0.995, (3.55274+-2.66966*x)
3, iterativefit, up_jesFragmentation, 0, 0.0, 2.5, 100, 10000.0, 0.995, 1.1, 0.896425187588
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0, 0.0075, 0.727956831455
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.0075, 0.0225, (0.572726+20.6974*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.0225, 0.0375, (0.873785+7.31704*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.0375, 0.0525, (1.18498+-0.981442*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.0525, 0.0675, (1.1126+0.397261*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.0675, 0.0825, (1.11611+0.345151*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.0825, 0.0975, (0.823158+3.89613*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.0975, 0.1125, (0.75899+4.55426*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.1125, 0.14, (1.35091+-0.707254*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.14, 0.2, (1.36868+-0.834205*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.2, 0.625, (1.17975+0.110446*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 20, 30, 0.625, 1.1, 1.24878239632
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0, 0.0075, 0.745150744915
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.0075, 0.0225, (0.610569+17.9442*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.0225, 0.0375, (0.822894+8.50755*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.0375, 0.0525, (1.1271+0.39533*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.0525, 0.0675, (1.3546+-3.93797*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.0675, 0.0825, (0.969769+1.76323*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.0825, 0.0975, (1.40751+-3.54277*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.0975, 0.1125, (0.92642+1.39153*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.1125, 0.14, (1.17547+-0.822232*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.14, 0.2, (1.16314+-0.734164*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.2, 0.625, (1.01912+-0.0140931*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 20, 30, 0.625, 1.1, 1.01031601429
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0, 0.0075, 0.760586738586
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.0075, 0.0225, (0.638654+16.2577*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.0225, 0.0375, (0.856827+6.56113*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.0375, 0.0525, (1.13523+-0.86298*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.0525, 0.0675, (1.38752+-5.66843*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.0675, 0.0825, (0.96019+0.662351*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.0825, 0.0975, (1.16878+-1.86607*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.0975, 0.1125, (1.07206+-0.873971*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.1125, 0.14, (0.860077+1.01028*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.14, 0.2, (1.03379+-0.230507*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.2, 0.625, (0.951379+0.181532*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 20, 30, 0.625, 1.1, 1.06483662128
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0, 0.0075, 0.803596913815
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.0075, 0.0225, (0.626188+23.6545*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.0225, 0.0375, (0.974735+8.1635*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.0375, 0.0525, (1.33932+-1.55888*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.0525, 0.0675, (1.06368+3.69155*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.0675, 0.0825, (1.4961+-2.71466*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.0825, 0.0975, (1.14649+1.52295*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.0975, 0.1125, (1.16577+1.32528*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.1125, 0.14, (1.49938+-1.64019*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.14, 0.2, (1.29894+-0.208451*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.2, 0.625, (1.05531+1.00969*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 30, 40, 0.625, 1.1, 1.68636524677
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0, 0.0075, 0.810583412647
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.0075, 0.0225, (0.640264+22.7093*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.0225, 0.0375, (1.15967+-0.375676*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.0375, 0.0525, (1.11869+0.717219*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.0525, 0.0675, (1.09202+1.2253*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.0675, 0.0825, (1.38882+-3.17176*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.0825, 0.0975, (0.977334+1.81594*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.0975, 0.1125, (1.08677+0.69356*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.1125, 0.14, (1.40719+-2.15462*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.14, 0.2, (1.09076+0.105596*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.2, 0.625, (1.11983+-0.0397848*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 30, 40, 0.625, 1.1, 1.09496605396
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0, 0.0075, 0.816615343094
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.0075, 0.0225, (0.678536+18.4106*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.0225, 0.0375, (1.1359+-1.91651*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.0375, 0.0525, (0.995353+1.83129*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.0525, 0.0675, (1.38542+-5.59853*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.0675, 0.0825, (0.669042+5.01446*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.0825, 0.0975, (1.48807+-4.91315*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.0975, 0.1125, (0.266165+7.61921*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.1125, 0.14, (1.63012+-4.50483*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.14, 0.2, (0.990623+0.0630031*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.2, 0.625, (0.970521+0.163513*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 30, 40, 0.625, 1.1, 1.07271659374
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0, 0.0075, 0.830353021622
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.0075, 0.0225, (0.610754+29.2799*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.0225, 0.0375, (1.14083+5.72081*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.0375, 0.0525, (0.957076+10.621*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.0525, 0.0675, (1.31493+3.8048*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.0675, 0.0825, (2.33694+-11.3361*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.0825, 0.0975, (1.60904+-2.51315*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.0975, 0.1125, (0.658714+7.23383*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.1125, 0.14, (0.924475+4.87151*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.14, 0.2, (1.81949+-1.52145*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.2, 0.625, (1.11247+2.01364*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 40, 60, 0.625, 1.1, 2.37099862099
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0, 0.0075, 0.847547292709
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.0075, 0.0225, (0.6602+24.9796*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.0225, 0.0375, (1.22487+-0.116944*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.0375, 0.0525, (0.98266+6.34207*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.0525, 0.0675, (2.17207+-16.3134*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.0675, 0.0825, (0.262365+11.9785*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.0825, 0.0975, (2.17258+-11.1755*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.0975, 0.1125, (0.889713+1.98204*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.1125, 0.14, (1.09294+0.175593*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.14, 0.2, (0.929494+1.34305*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.2, 0.625, (1.15934+0.193798*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 40, 60, 0.625, 1.1, 1.28046870232
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0, 0.0075, 0.829521298409
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.0075, 0.0225, (0.691084+18.4582*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.0225, 0.0375, (1.11051+-0.182962*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.0375, 0.0525, (0.956759+3.9171*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.0525, 0.0675, (1.01734+2.76326*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.0675, 0.0825, (1.15043+0.791454*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.0825, 0.0975, (1.58761+-4.50766*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.0975, 0.1125, (2.02871+-9.03174*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.1125, 0.14, (0.182606+7.37805*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.14, 0.2, (1.43346+-1.55661*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.2, 0.625, (0.989933+0.661019*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 40, 60, 0.625, 1.1, 1.40306925774
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0, 0.0075, 0.873449146748
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.0075, 0.0225, (0.656902+28.8729*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.0225, 0.0375, (1.2458+2.69974*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.0375, 0.0525, (1.32781+0.512767*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.0525, 0.0675, (1.50692+-2.89892*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.0675, 0.0825, (1.45163+-2.07971*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.0825, 0.0975, (-0.487131+21.4204*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.0975, 0.1125, (2.91198+-13.4423*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.1125, 0.14, (1.28812+0.992042*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.14, 0.2, (1.16472+1.87345*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.2, 0.625, (1.31286+1.13275*x)
3, iterativefit, up_jesFragmentation, 2, 0.0, 0.8, 60, 10000.0, 0.625, 1.1, 2.02083086967
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0, 0.0075, 0.880867004395
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.0075, 0.0225, (0.709468+22.8531*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.0225, 0.0375, (1.11352+4.89529*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.0375, 0.0525, (1.49218+-5.20222*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.0525, 0.0675, (1.04271+3.35912*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.0675, 0.0825, (1.26041+0.133848*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.0825, 0.0975, (0.238802+12.517*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.0975, 0.1125, (3.9324+-25.366*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.1125, 0.14, (0.101103+8.68992*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.14, 0.2, (1.63335+-2.25469*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.2, 0.625, (1.12756+0.274238*x)
3, iterativefit, up_jesFragmentation, 2, 0.8, 1.6, 60, 10000.0, 0.625, 1.1, 1.29896116257
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 60, 10000.0, -15, 0, 0.0
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 60, 10000.0, 0, 0.0075, 0.8585896492
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 60, 10000.0, 0.0075, 0.0225, (0.728275+17.3753*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 60, 10000.0, 0.0225, 0.0375, (0.898614+9.80466*x)
3, iterativefit, up_jesFragmentation, 2, 1.6, 2.5, 60, 10000.0, 0.0375, 0.0525, (1.02151+6.52739*x)
